system,condition,verdict,occurrences,first_location,scope_judgement
Cardiovascular,Cor Pulmonale,OWNS ENTRY,10,01_Cardiovascular.md#0.27.3 Cor pulmonale,covered - owns an entry
Neurology,Korsakoff's Syndrome,IN A TAUGHT SECTION,3,04_Neurology.md#Wernicke's Encephalopathy,covered - named inside a teaching entry
Neurology,Wernicke-Korsakoff syndrome,MENTIONED,1,,named in prose only - not individually verified
Neurology,Wernicke's Encephalopathy,OWNS ENTRY,4,04_Neurology.md#Wernicke's Encephalopathy,covered - owns an entry
Neurology,Acute disseminated encephalomyelitis,IN A TAUGHT SECTION,1,15_02_Paeds_-_Ill_and_Feverish_Child__Meningitis__Encephalitis.md#Encephalitis,covered - named inside a teaching entry
Neurology,Chronic inflammatory demyelinating polyneuropathy,OWNS ENTRY,2,04_Neurology.md#Chronic Inflammatory Demyelinating (Poly)Neuropathy (CIDP),covered - owns an entry
Neurology,Edrophonium test,ABSENT,0,,"OUT OF SCOPE at intern/RMO level (classified by rule, not individually verified - named fracture patterns and eponyms, tumour subtypes, congenital dysmorphology, non-endemic tropical infection, single-gene disorders)"
Neurology,Guillain-Barre syndrome,OWNS ENTRY,11,04_Neurology.md#Guillain-Barré Syndrome (GBS),covered - owns an entry
Neurology,Internuclear ophthalmoplegia,IN A TAUGHT SECTION,1,04_Neurology.md#Multiple Sclerosis (MS),covered - named inside a teaching entry
Neurology,Lambert-Eaton myasthenic syndrome,ABSENT,0,weak-signal:myasthenic=7,COVERED-SYNONYM: Lambert-Eaton syndrome; the list adds a qualifier the corpus omits
Neurology,Multiple Sclerosis (MS),OWNS ENTRY,18,04_Neurology.md#Multiple Sclerosis (MS),covered - owns an entry
Neurology,Myasthenia gravis,OWNS ENTRY,11,04_Neurology.md#Myasthenia Gravis (MG),covered - owns an entry
Neurology,Neuromyelitis optica,OWNS ENTRY,0,04_Neurology.md#Neuromyelitis Optica (Devic Disease),covered - owns an entry
Neurology,Neurosarcoidosis,ABSENT,0,,"OUT OF SCOPE at intern/RMO level (classified by rule, not individually verified - named fracture patterns and eponyms, tumour subtypes, congenital dysmorphology, non-endemic tropical infection, single-gene disorders)"
Neurology,Sydenham's chorea,IN A TAUGHT SECTION,2,01_Cardiovascular.md#0.22 Rheumatic Fever,covered - named inside a teaching entry
Neurology,Tumefactive MS,ABSENT,0,,"OUT OF SCOPE at intern/RMO level (classified by rule, not individually verified - named fracture patterns and eponyms, tumour subtypes, congenital dysmorphology, non-endemic tropical infection, single-gene disorders)"
Neurology,Chronic non-cancer pain,ABSENT,0,,COVERED-SYNONYM: chronic pain entry
Neurology,Chronic Pain,IN A TAUGHT SECTION,7,04_Neurology.md#Trigeminal Neuralgia,covered - named inside a teaching entry
Neurology,Anencephaly,OWNS ENTRY,1,15_13a_Paeds_-_Neural_Tube_Defects.md#Anencephaly,covered - owns an entry
Neurology,Arachnoid cyst,ABSENT,0,weak-signal:Arachnoid=4,"OUT OF SCOPE at intern/RMO level (classified by rule, not individually verified - named fracture patterns and eponyms, tumour subtypes, congenital dysmorphology, non-endemic tropical infection, single-gene disorders)"
Neurology,Cerebral Palsy,OWNS ENTRY,8,15_19b_Paeds_-_Cerebral_Palsy_and_Muscular_Dystrophies.md#Cerebral palsy,covered - owns an entry
Neurology,Chiari Malformations,IN A TAUGHT SECTION,4,04_Neurology.md#Hydrocephalus,covered - named inside a teaching entry
Neurology,Colloid cyst,MENTIONED,1,,named in prose only - not individually verified
Neurology,Dandy-Walker Malformation,IN A TAUGHT SECTION,1,04_Neurology.md#Hydrocephalus,covered - named inside a teaching entry
Neurology,Encephalocele,OWNS ENTRY,1,15_13a_Paeds_-_Neural_Tube_Defects.md#Encephalocele,covered - owns an entry
Neurology,Holoprosencephaly,MENTIONED,1,,named in prose only - not individually verified
Neurology,Hydrocephalus,OWNS ENTRY,32,04_Neurology.md#Normal Pressure Hydrocephalus,covered - owns an entry
Neurology,Meningocele,OWNS ENTRY,1,15_13a_Paeds_-_Neural_Tube_Defects.md#Meningocele,covered - owns an entry
Neurology,Microcephaly,IN A TAUGHT SECTION,11,15_17b_Paeds_-_Glycogen_Storage_Disorders__PKU__Lysosomal_Storage_Diseases.md#Phenylketonuria (PKU),covered - named inside a teaching entry
Neurology,Myelomeningocele,OWNS ENTRY,0,15_13a_Paeds_-_Neural_Tube_Defects.md#Myelomeningocele,covered - owns an entry
Neurology,Neural tube defects,OWNS ENTRY,8,15_13a_Paeds_-_Neural_Tube_Defects.md#Neural tube defects — overview,covered - owns an entry
Neurology,Spina Bifida,OWNS ENTRY,4,15_13a_Paeds_-_Neural_Tube_Defects.md#Spina bifida occulta,covered - owns an entry
Neurology,Spina Bifida Occulta,OWNS ENTRY,0,15_13a_Paeds_-_Neural_Tube_Defects.md#Spina bifida occulta,covered - owns an entry
Neurology,Spinal Dysraphism,MENTIONED,2,,named in prose only - not individually verified
Neurology,Sturge-Weber syndrome,ABSENT,0,,"OUT OF SCOPE at intern/RMO level (classified by rule, not individually verified - named fracture patterns and eponyms, tumour subtypes, congenital dysmorphology, non-endemic tropical infection, single-gene disorders)"
Neurology,Syrinx (Syringomyelia),OWNS ENTRY,4,04_Neurology.md#Syringomyelia,covered - owns an entry
Neurology,Tethered cord,MENTIONED,1,,named in prose only - not individually verified
Neurology,Vein of Galen aneurysm,ABSENT,0,weak-signal:aneurysm=54,"OUT OF SCOPE at intern/RMO level (classified by rule, not individually verified - named fracture patterns and eponyms, tumour subtypes, congenital dysmorphology, non-endemic tropical infection, single-gene disorders)"
Neurology,Venous angioma,ABSENT,0,,"OUT OF SCOPE at intern/RMO level (classified by rule, not individually verified - named fracture patterns and eponyms, tumour subtypes, congenital dysmorphology, non-endemic tropical infection, single-gene disorders)"
Neurology,Alzheimer's Disease,OWNS ENTRY,4,04_Neurology.md#Alzheimer's Disease (AD),covered - owns an entry
Neurology,Amyotrophic Lateral Sclerosis (ALS),OWNS ENTRY,15,04_Neurology.md#Amyotrophic Lateral Sclerosis (ALS),covered - owns an entry
Neurology,Cauda equina syndrome,OWNS ENTRY,21,04_Neurology.md#Cauda Equina Syndrome,covered - owns an entry
Neurology,Cerebral amyloid angiopathy,IN A TAUGHT SECTION,1,04_Neurology.md#Haemorrhagic Stroke,covered - named inside a teaching entry
Neurology,Constructional apraxia,ABSENT,0,,"OUT OF SCOPE at intern/RMO level (classified by rule, not individually verified - named fracture patterns and eponyms, tumour subtypes, congenital dysmorphology, non-endemic tropical infection, single-gene disorders)"
Neurology,Creutzfeldt-Jakob disease,MENTIONED,1,,named in prose only - not individually verified
Neurology,Degenerative Cervical Myelopathy,OWNS ENTRY,0,11_06_Ortho_-_Spinal_Orthopaedics.md#Degenerative cervical myelopathy,covered - owns an entry
Neurology,Dementia with Lewy bodies,ABSENT,0,weak-signal:Dementia=91,COVERED-SYNONYM: Lewy body dementia (word order)
Neurology,Frontotemporal dementia,IN A TAUGHT SECTION,3,04_Neurology.md#Amyotrophic Lateral Sclerosis (ALS),covered - named inside a teaching entry
Neurology,Ideational apraxia,ABSENT,0,,"OUT OF SCOPE at intern/RMO level (classified by rule, not individually verified - named fracture patterns and eponyms, tumour subtypes, congenital dysmorphology, non-endemic tropical infection, single-gene disorders)"
Neurology,Ideomotor apraxia,ABSENT,0,,"OUT OF SCOPE at intern/RMO level (classified by rule, not individually verified - named fracture patterns and eponyms, tumour subtypes, congenital dysmorphology, non-endemic tropical infection, single-gene disorders)"
Neurology,Major Neurocognitive Disorder (Dementia),OWNS ENTRY,91,04_Neurology.md#Dementias,covered - owns an entry
Neurology,Multiple system atrophy,MENTIONED,1,,named in prose only - not individually verified
Neurology,Parkinson's Disease,OWNS ENTRY,12,04_Neurology.md#Parkinson's Disease (PD),covered - owns an entry
Neurology,Parkinsonism,IN A TAUGHT SECTION,10,03_Gastrointestinal.md#Wilson's Disease,covered - named inside a teaching entry
Neurology,Primary lateral sclerosis,MENTIONED,1,,named in prose only - not individually verified
Neurology,Progressive bulbar palsy,MENTIONED,1,,named in prose only - not individually verified
Neurology,Radiculopathies,IN A TAUGHT SECTION,7,04_Neurology.md#Diabetic Neuropathy,covered - named inside a teaching entry
Neurology,Sciatica,IN A TAUGHT SECTION,3,04_Neurology.md#Cauda Equina Syndrome,covered - named inside a teaching entry
Neurology,Acute Dystonia / Akathisia / Parkinsonism,IN A TAUGHT SECTION,13,03_Gastrointestinal.md#Wilson's Disease,covered - named inside a teaching entry
Neurology,Cervical radiculopathy,MENTIONED,1,,named in prose only - not individually verified
Neurology,Neuroleptic Malignant Syndrome (NMS),OWNS ENTRY,11,04_Neurology.md#Serotonin Syndrome and Neuroleptic Malignant Syndrome (NMS),covered - owns an entry
Neurology,Absence seizure,OWNS ENTRY,1,15_12a_Paeds_-_Epilepsy_Syndromes_and_Status_Epilepticus.md#Absence seizures,covered - owns an entry
Neurology,Bell's palsy,OWNS ENTRY,21,04_Neurology.md#Bell's Palsy,covered - owns an entry
Neurology,Central Sleep Apnea (CSA),ABSENT,0,,"OUT OF SCOPE at intern/RMO level (classified by rule, not individually verified - named fracture patterns and eponyms, tumour subtypes, congenital dysmorphology, non-endemic tropical infection, single-gene disorders)"
Neurology,Cluster headache,OWNS ENTRY,5,04_Neurology.md#Cluster Headache,covered - owns an entry
Neurology,CN VII palsy,IN A TAUGHT SECTION,6,04_Neurology.md#Bell's Palsy,covered - named inside a teaching entry
Neurology,Cranial nerve palsy,IN A TAUGHT SECTION,2,04_Neurology.md#Brain Abscess,covered - named inside a teaching entry
Neurology,Dystonia,IN A TAUGHT SECTION,13,05_Ophthalmology.md#Blepharospasm,covered - named inside a teaching entry
Neurology,Epilepsy,OWNS ENTRY,43,04_Neurology.md#Seizures and Epilepsy,covered - owns an entry
Neurology,Essential tremor,MENTIONED,2,,named in prose only - not individually verified
Neurology,Glossopharyngeal neuralgia,ABSENT,0,weak-signal:Glossopharyngeal=2,"OUT OF SCOPE at intern/RMO level (classified by rule, not individually verified - named fracture patterns and eponyms, tumour subtypes, congenital dysmorphology, non-endemic tropical infection, single-gene disorders)"
Neurology,Idiopathic Intracranial Hypertension,OWNS ENTRY,9,04_Neurology.md#Idiopathic Intracranial Hypertension (Pseudotumour Cerebri),covered - owns an entry
Neurology,Migraine,OWNS ENTRY,27,04_Neurology.md#Migraine,covered - owns an entry
Neurology,Migraine with aura,IN A TAUGHT SECTION,2,04_Neurology.md#Migraine,covered - named inside a teaching entry
Neurology,Migrainous vertigo,ABSENT,0,,"OUT OF SCOPE at intern/RMO level (classified by rule, not individually verified - named fracture patterns and eponyms, tumour subtypes, congenital dysmorphology, non-endemic tropical infection, single-gene disorders)"
Neurology,Movement Disorders,OWNS ENTRY,5,04_Neurology.md#Movement Disorders,covered - owns an entry
Neurology,Narcolepsy,MENTIONED,1,,named in prose only - not individually verified
Neurology,Neurological disorders,OWNS ENTRY,6,14_05c_Psych_-_Unexplained_Symptoms__Somatoform__Dissociative__Factitious_Disorders_.md#Conversion disorder (functional neurological disorder),covered - owns an entry
Neurology,Neurologically Determined Death,ABSENT,0,,GAP: brain-death determination and organ donation; compounds the death-certification gap queued as P5-D4
Neurology,Neuromuscular disease,ABSENT,0,weak-signal:Neuromuscular=20,UMBRELLA LABEL - not a condition an entry could own
Neurology,Neuropathy,OWNS ENTRY,69,04_Neurology.md#Diabetic Neuropathy,covered - owns an entry
Neurology,Neurospinal disease,ABSENT,0,,UMBRELLA LABEL - not a condition an entry could own
Neurology,Normal Pressure Hydrocephalus,OWNS ENTRY,4,04_Neurology.md#Normal Pressure Hydrocephalus,covered - owns an entry
Neurology,Parasomnias,ABSENT,0,,"GAP: zero hits for parasomnia, sleepwalking, somnambulism or night terrors; paediatric sleep is GP-level"
Neurology,Periodic limb movement disorder,IN A TAUGHT SECTION,1,14_05b_Psych_-_Insomnia.md#Insomnia,covered - named inside a teaching entry
Neurology,Peripheral neuropathy,IN A TAUGHT SECTION,22,03_Gastrointestinal.md#Malabsorption,covered - named inside a teaching entry
Neurology,Persistent Vegetative State,ABSENT,0,weak-signal:Persistent=132,"OUT OF SCOPE at intern/RMO level (classified by rule, not individually verified - named fracture patterns and eponyms, tumour subtypes, congenital dysmorphology, non-endemic tropical infection, single-gene disorders)"
Neurology,Rapid Eye Movement Sleep Behaviour Disorder,ABSENT,0,weak-signal:Behaviour=146,"OUT OF SCOPE at intern/RMO level (classified by rule, not individually verified - named fracture patterns and eponyms, tumour subtypes, congenital dysmorphology, non-endemic tropical infection, single-gene disorders)"
Neurology,Reflex sympathetic dystrophy,ABSENT,0,weak-signal:sympathetic=19,COVERED-SYNONYM: complex regional pain syndrome
Neurology,Restless Leg Syndrome,OWNS ENTRY,1,04_Neurology.md#Restless Legs Syndrome,covered - owns an entry
Neurology,Seizure,OWNS ENTRY,189,04_Neurology.md#Seizures and Epilepsy,covered - owns an entry
Neurology,Spinal cord pathology,OWNS ENTRY,2,04_Neurology.md#Malignant Spinal Cord Compression (MSCC),covered - owns an entry
Neurology,Spontaneous Intracranial Hypotension,ABSENT,0,weak-signal:Intracranial=43,"OUT OF SCOPE at intern/RMO level (classified by rule, not individually verified - named fracture patterns and eponyms, tumour subtypes, congenital dysmorphology, non-endemic tropical infection, single-gene disorders)"
Neurology,Status Epilepticus,OWNS ENTRY,9,04_Neurology.md#Status Epilepticus,covered - owns an entry
Neurology,Tension Headache,OWNS ENTRY,2,04_Neurology.md#Tension Headache,covered - owns an entry
Neurology,Todd's Paresis,MENTIONED,1,,named in prose only - not individually verified
Neurology,Tonic-clonic seizure,OWNS ENTRY,4,04_Neurology.md#Generalised Tonic-Clonic Seizures (GTCS),covered - owns an entry
Neurology,Trigeminal neuralgia,OWNS ENTRY,3,04_Neurology.md#Trigeminal Neuralgia,covered - owns an entry
Neurology,Vasogenic edema,MENTIONED,2,,named in prose only - not individually verified
Neurology,Vestibular Disease,ABSENT,0,weak-signal:Vestibular=47,UMBRELLA LABEL - not a condition an entry could own
Neurology,Cerebrospinal Fluid Fistulas,ABSENT,0,,COVERED-SYNONYM: CSF leak / otorrhoea / rhinorrhoea
Neurology,Bovine spongiform encephalopathy (BSE),ABSENT,0,weak-signal:encephalopathy=37,"OUT OF SCOPE at intern/RMO level (classified by rule, not individually verified - named fracture patterns and eponyms, tumour subtypes, congenital dysmorphology, non-endemic tropical infection, single-gene disorders)"
Neurology,Cavernous sinus thrombosis,IN A TAUGHT SECTION,2,05_Ophthalmology.md#Orbital and Peri-Orbital Cellulitis,covered - named inside a teaching entry
Neurology,Cerebellar abscess,ABSENT,0,weak-signal:Cerebellar=31,"OUT OF SCOPE at intern/RMO level (classified by rule, not individually verified - named fracture patterns and eponyms, tumour subtypes, congenital dysmorphology, non-endemic tropical infection, single-gene disorders)"
Neurology,Cerebral Abscess,MENTIONED,1,,named in prose only - not individually verified
Neurology,Encephalitis,OWNS ENTRY,51,04_Neurology.md#Encephalitis,covered - owns an entry
Neurology,Lyme meningitis,ABSENT,0,weak-signal:meningitis=68,"OUT OF SCOPE at intern/RMO level (classified by rule, not individually verified - named fracture patterns and eponyms, tumour subtypes, congenital dysmorphology, non-endemic tropical infection, single-gene disorders)"
Neurology,Meningitis,OWNS ENTRY,68,04_Neurology.md#Bacterial Meningitis,covered - owns an entry
Neurology,Post-polio syndrome,ABSENT,0,,"OUT OF SCOPE at intern/RMO level (classified by rule, not individually verified - named fracture patterns and eponyms, tumour subtypes, congenital dysmorphology, non-endemic tropical infection, single-gene disorders)"
Neurology,Postherpetic neuralgia,IN A TAUGHT SECTION,6,05_Ophthalmology.md#Ophthalmic Shingles,covered - named inside a teaching entry
Neurology,Prion Disease,ABSENT,0,,UMBRELLA LABEL - not a condition an entry could own
